index,query_request,intent
3978,Our worst mistake was switching to Altice One from Fios.  We have returned two faulty boxes already and now a third box is not working!!! We have also had to go to replace 2 remotes!  If we had known had bad the equipment was we never would've switched.,Video
3979,i'm reporting your company,Billing
3980,@OptimumHelp Is there an Internet outage in Malverne. Reset router but still no service for last hour.,Internet
3981,@CarmiOnTheVerge @OptimumHelp @FCC This is crazy. The shows come back tonight and I canâ¿¿t record tonightâ¿¿s shows. Nor can I set up any new ones.,Video
3982,I need help with getting Internet,Sales
3983,We be home Saturday,Appointment Related
3984,"Trying to understand why my @optimum cable service been out for 4 damn hours, canâ¿¿t get through to a real human because the automated robots want to play with me and my damn show come on at 8pm. If my damn cable donâ¿¿t come on within this hour, oh no p",Internet
3985,"I am not talking about after promotional prices. My point is what happens even during promotions (Additional surcharges inside choosen plan). And I know how price will jumps after discount will end......

Message has attachments: 

 Link: https://www.facebo",Billing
3986,Any promotions for me so Iâ¿¿d be able to lower my monthly bill,Billing
3987,"On December 30th, 2018 I purchased and paid $160.00 for my cable service to be installed on Dec 31st, 2018 with a Netflix promotion and a set cable plan price on promotion. On Dec 31st, 2018 Altice had service distributions which they blamed on the Con ed",Billing
3988,"Hello, can I please have an update here? Has the field services team confirmed they will have the right technician available for my Sunday morning appointment?",Appointment Related
3989,I've been an optimum customer for three days and the experience has been terrible,Internet
3990,"Hello, my name is Alan Alava I being with optimum for a while. Lately, I have notice my bill is coming really high from what I was paying before, I also schedule an appointment to the new upgrade but if my bill is going to be that high I rather cancel the",Billing
3991,Is there an outage in 12533 @OptimumHelp?,Internet
3992,You trick people into paying for an extra month but what do you gain? Everyone hates you.,Billing
3993,"I hate @OptimumHelp online.

I have replaced modem and have upgraded to a MESH network, and still, every 1-2 weeks I get this crap.



Really need to switch to @verizonfios https://t.co/eDeheJevwr",Internet
3994,"I'm a current Optimum customer who is moving in 3 weeks. New address : 7 Oaklyn Ct, Hewitt NJ, 07421.  I want the current cable boxes NOT the Altice One mini boxes.  Can I design a package with the Core TV package, Internet 200 and  NO telephone?",Sales
3995,I'm  able to log in now but dvr will not stream. Also tells me everytime that i am ouside my hime network. My S7 doesn't give me that message,Video
3996,I am very disappointed with your services. I have been with your company as a customer since you were cablevision going on on 15yrs and I have been calling to have my cable billed lowered for months now and when I ask to speak to the manager in New Jersey,Billing
3997,"I am very disappointed in your company. I called to suspend my account on the day the billing cycle starts and your company is charging me an entire month for services that it wont be providing!! No one in customer service cares about my situation, the fa",Billing
3998,Using Web-Based Optimum Email and an Email Client Program,Internet
3999,Hello,Internet
4000,"I have contacted your customer service department 5 times today to have the phone call disconnected. The last person, which I actually spoke to, took down my number and when the call was disconnected, did not contact me back.  I have been a customer for m",Billing
4001,@optimum why is my WiFi down????,Internet
4002,@AlticeOne @optimum I hate ur customer service. Iâ¿¿m trying to order @HBO and have been on hold for 5 minutes. So upsetting #hbo,Billing
4003,@OptimumHelp Itâ¿¿s a combo like I could plug the coaxial cable on it,Internet
4004,"After calling the phone number and havi g it reset the bixes twice the channels came back,why does this happen",Video
4005,Thank you. Yes I donâ¿¿t know why my bill is going back up. Starting January my bill was going to be lower. Now itâ¿¿s going back up.  The thing is I hear different things when I call and ask questions.  Like I said I was told I didnâ¿¿t pay a bill.  (((P,Billing
4006,There is a recurring issue where an agent states something and my bill reflects something different. Im tired of having to waste time and energy especially since you can listen to the calls on january 8 and 19 to confirm what i said.,Billing
4007,"WELL ITS TIME AGAIN FOR OPTIMUM TO RAISE THEIR PRICES!!!!! PAY EXTRA FOR YOUR MODEM OR ""GO BUY YOUR OWN AND WE'LL STILL CHARGE YOU THE SAME AS LAST MONTH"" !!!! AND THEY RAISED THE PRICE FOR THE BOXES A $1 EACH!!!!! WATCH OUT NEXT MONTH BECAUSE THEY ARE CH",Billing
4008,So I tried that and couldn't even make it through the first prompt! As far as the DVR box is concerned I know you keep notes and when I actually speak to someone they informed me that the service would be removed and that I did not have to physically brin,Video
4009,"I just wanted to see what it would cost if I was a brand new Optimum customer. I'm seeing that I'm overpaying my bill by $30 a month, and that's after paying for installation and my own modem and router. I'm tired of the constant price increases.",Sales
4010,We are filing a claim with the Better Business bureau,Billing
4011,"Just called customer service department about Showtime and Starz no longer being available. I called last month and was told this would be included in my package at a new rate. Tonight, the CSR rep could do nothing for me to correct this. I asked for the",Billing
4012,It's ridiculous that you can't cancel when you move and service needs to be cut.  But let's put that aside for now.  You did not address the fact that you overcharged me this month.  I've been being charged 97.77 per month for many months and all of a sud,Billing
4013,Ethernet with the modem works,Internet
4014,"What would the actual bill be for the premier tv, internet 200 and phone?",Sales
4015,how can I get free installation without upgrading my basic package,Sales
4016,"please read from the top. ""remote does not work"".....",Video
4017,Parental Controls: Managing Your Block PIN,Video
4018,"Thank you, but that is not my concern here and it seems you are purposefully missing the point. The DVR claimed it was recording, I SAW it recording, and I know for a fact that the outage was minimal and the vast majority of the program aired -like 95% of",Video
4019,Yes and when I originally called about THAT I was told there was no increase it was just I was catching up with partial payments. This did NOT make sense but the woman on the phone insisted. Nothing has changed since I started same service ... same equipm,Billing
4020,Something is wrong with the Altice app,Internet
4021,"@OptimumHelp 

Hey Optimum,

Iâ¿¿ve been having internet issues for 4 days straight now; slow speed, occasional disconnections and straight up outages. Could I get some help?",Internet
4022,Ok,Phone
4023,Connecting to Optimum WiFi: Kindle Touch,Internet
4024,after one year .. what will be the monthly bill,Sales
4025,"hello, i currently have internet only with Fios and am looking to switch to save money. Can you please help me?",Sales
4026,About Altice One,Video
4027,Well Iâ¿¿m still mad it was out for a whole day since my wife and I work from home! That hurt us big time,Internet
4028,Sure thing. The best number would be 6462569086,Internet
